# t, p_1, p_2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C, total_co2
  3.288E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.964E-05,  7.913E-05,  0.000E+00,  1.594E-05,  1.894E-03,  5.846E-04,  0.000E+00,  5.264E-03
  3.294E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.988E-05,  7.935E-05,  0.000E+00,  1.588E-05,  1.893E-03,  5.847E-04,  0.000E+00,  5.265E-03
  3.300E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.001E-04,  7.958E-05,  0.000E+00,  1.583E-05,  1.893E-03,  5.847E-04,  0.000E+00,  5.267E-03
  3.306E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.003E-04,  7.981E-05,  0.000E+00,  1.577E-05,  1.892E-03,  5.848E-04,  0.000E+00,  5.268E-03
  3.312E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.006E-04,  8.003E-05,  0.000E+00,  1.572E-05,  1.891E-03,  5.848E-04,  0.000E+00,  5.269E-03
  3.318E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.008E-04,  8.026E-05,  0.000E+00,  1.566E-05,  1.890E-03,  5.849E-04,  0.000E+00,  5.270E-03
  3.324E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.010E-04,  8.048E-05,  0.000E+00,  1.561E-05,  1.890E-03,  5.849E-04,  0.000E+00,  5.271E-03
  3.330E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.013E-04,  8.071E-05,  0.000E+00,  1.555E-05,  1.889E-03,  5.849E-04,  0.000E+00,  5.273E-03
  3.336E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.015E-04,  8.093E-05,  0.000E+00,  1.550E-05,  1.888E-03,  5.850E-04,  0.000E+00,  5.274E-03
  3.342E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.017E-04,  8.116E-05,  0.000E+00,  1.544E-05,  1.888E-03,  5.850E-04,  0.000E+00,  5.275E-03
  3.348E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.020E-04,  8.139E-05,  0.000E+00,  1.538E-05,  1.887E-03,  5.851E-04,  0.000E+00,  5.276E-03
  3.354E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.022E-04,  8.161E-05,  0.000E+00,  1.533E-05,  1.886E-03,  5.851E-04,  0.000E+00,  5.278E-03
  3.360E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.024E-04,  8.184E-05,  0.000E+00,  1.528E-05,  1.885E-03,  5.852E-04,  0.000E+00,  5.279E-03
  3.366E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.027E-04,  8.206E-05,  0.000E+00,  1.522E-05,  1.885E-03,  5.852E-04,  0.000E+00,  5.280E-03
  3.372E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.029E-04,  8.229E-05,  0.000E+00,  1.516E-05,  1.884E-03,  5.853E-04,  0.000E+00,  5.281E-03
  3.378E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.031E-04,  8.251E-05,  0.000E+00,  1.511E-05,  1.883E-03,  5.853E-04,  0.000E+00,  5.282E-03
  3.384E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.034E-04,  8.274E-05,  0.000E+00,  1.505E-05,  1.883E-03,  5.854E-04,  0.000E+00,  5.284E-03
  3.390E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.036E-04,  8.296E-05,  0.000E+00,  1.499E-05,  1.882E-03,  5.854E-04,  0.000E+00,  5.285E-03
  3.396E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.038E-04,  8.318E-05,  0.000E+00,  1.494E-05,  1.881E-03,  5.855E-04,  0.000E+00,  5.286E-03
  3.402E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.041E-04,  8.341E-05,  0.000E+00,  1.488E-05,  1.881E-03,  5.855E-04,  0.000E+00,  5.287E-03
  3.408E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.043E-04,  8.363E-05,  0.000E+00,  1.482E-05,  1.880E-03,  5.855E-04,  0.000E+00,  5.288E-03
  3.414E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.045E-04,  8.386E-05,  0.000E+00,  1.476E-05,  1.879E-03,  5.856E-04,  0.000E+00,  5.290E-03
  3.420E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.048E-04,  8.408E-05,  0.000E+00,  1.470E-05,  1.878E-03,  5.856E-04,  0.000E+00,  5.291E-03
  3.426E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.050E-04,  8.431E-05,  0.000E+00,  1.464E-05,  1.878E-03,  5.857E-04,  0.000E+00,  5.292E-03
  3.432E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.052E-04,  8.453E-05,  0.000E+00,  1.457E-05,  1.877E-03,  5.857E-04,  0.000E+00,  5.293E-03
  3.438E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.055E-04,  8.475E-05,  0.000E+00,  1.453E-05,  1.876E-03,  5.858E-04,  0.000E+00,  5.294E-03
  3.444E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.057E-04,  8.498E-05,  0.000E+00,  1.449E-05,  1.876E-03,  5.858E-04,  0.000E+00,  5.296E-03
  3.450E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.059E-04,  8.520E-05,  0.000E+00,  1.444E-05,  1.875E-03,  5.858E-04,  0.000E+00,  5.297E-03
  3.456E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.062E-04,  8.542E-05,  0.000E+00,  1.440E-05,  1.874E-03,  5.859E-04,  0.000E+00,  5.298E-03
  3.462E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.064E-04,  8.565E-05,  0.000E+00,  1.436E-05,  1.873E-03,  5.859E-04,  0.000E+00,  5.299E-03
  3.468E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.066E-04,  8.587E-05,  0.000E+00,  1.432E-05,  1.873E-03,  5.859E-04,  0.000E+00,  5.300E-03
  3.474E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.069E-04,  8.609E-05,  0.000E+00,  1.427E-05,  1.872E-03,  5.859E-04,  0.000E+00,  5.301E-03
  3.480E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.071E-04,  8.631E-05,  0.000E+00,  1.423E-05,  1.871E-03,  5.860E-04,  0.000E+00,  5.303E-03
  3.486E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.073E-04,  8.654E-05,  0.000E+00,  1.419E-05,  1.871E-03,  5.860E-04,  0.000E+00,  5.304E-03
  3.492E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.076E-04,  8.676E-05,  0.000E+00,  1.414E-05,  1.870E-03,  5.860E-04,  0.000E+00,  5.305E-03
  3.498E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.078E-04,  8.698E-05,  0.000E+00,  1.410E-05,  1.869E-03,  5.861E-04,  0.000E+00,  5.306E-03
  3.504E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.080E-04,  8.720E-05,  0.000E+00,  1.405E-05,  1.869E-03,  5.861E-04,  0.000E+00,  5.307E-03
  3.510E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.083E-04,  8.742E-05,  0.000E+00,  1.400E-05,  1.868E-03,  5.861E-04,  0.000E+00,  5.308E-03
  3.516E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.085E-04,  8.765E-05,  0.000E+00,  1.396E-05,  1.867E-03,  5.861E-04,  0.000E+00,  5.310E-03
  3.522E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.087E-04,  8.787E-05,  0.000E+00,  1.392E-05,  1.866E-03,  5.862E-04,  0.000E+00,  5.311E-03
  3.528E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.090E-04,  8.809E-05,  0.000E+00,  1.388E-05,  1.866E-03,  5.862E-04,  0.000E+00,  5.312E-03
  3.534E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.092E-04,  8.831E-05,  0.000E+00,  1.384E-05,  1.865E-03,  5.862E-04,  0.000E+00,  5.313E-03
  3.540E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.094E-04,  8.853E-05,  0.000E+00,  1.381E-05,  1.864E-03,  5.862E-04,  0.000E+00,  5.314E-03
  3.546E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.096E-04,  8.875E-05,  0.000E+00,  1.378E-05,  1.864E-03,  5.862E-04,  0.000E+00,  5.315E-03
  3.552E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.099E-04,  8.897E-05,  0.000E+00,  1.374E-05,  1.863E-03,  5.862E-04,  0.000E+00,  5.317E-03
  3.558E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.101E-04,  8.919E-05,  0.000E+00,  1.371E-05,  1.862E-03,  5.863E-04,  0.000E+00,  5.318E-03
  3.564E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.103E-04,  8.941E-05,  0.000E+00,  1.367E-05,  1.862E-03,  5.863E-04,  0.000E+00,  5.319E-03
  3.570E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.106E-04,  8.963E-05,  0.000E+00,  1.364E-05,  1.861E-03,  5.863E-04,  0.000E+00,  5.320E-03
  3.576E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.108E-04,  8.985E-05,  0.000E+00,  1.360E-05,  1.860E-03,  5.863E-04,  0.000E+00,  5.321E-03
  3.582E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.110E-04,  9.007E-05,  0.000E+00,  1.357E-05,  1.860E-03,  5.863E-04,  0.000E+00,  5.322E-03
  3.588E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.113E-04,  9.029E-05,  0.000E+00,  1.353E-05,  1.859E-03,  5.863E-04,  0.000E+00,  5.323E-03
  3.594E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.115E-04,  9.051E-05,  0.000E+00,  1.349E-05,  1.858E-03,  5.864E-04,  0.000E+00,  5.325E-03
  3.600E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.117E-04,  9.073E-05,  0.000E+00,  1.346E-05,  1.857E-03,  5.864E-04,  0.000E+00,  5.326E-03
  3.606E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.119E-04,  9.095E-05,  0.000E+00,  1.342E-05,  1.857E-03,  5.864E-04,  0.000E+00,  5.327E-03
  3.612E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.122E-04,  9.117E-05,  0.000E+00,  1.338E-05,  1.856E-03,  5.864E-04,  0.000E+00,  5.328E-03
  3.618E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.124E-04,  9.139E-05,  0.000E+00,  1.334E-05,  1.855E-03,  5.864E-04,  0.000E+00,  5.329E-03
  3.624E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.126E-04,  9.161E-05,  0.000E+00,  1.330E-05,  1.855E-03,  5.864E-04,  0.000E+00,  5.330E-03
  3.630E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.129E-04,  9.183E-05,  0.000E+00,  1.326E-05,  1.854E-03,  5.864E-04,  0.000E+00,  5.331E-03
  3.636E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.131E-04,  9.205E-05,  0.000E+00,  1.322E-05,  1.853E-03,  5.865E-04,  0.000E+00,  5.332E-03
  3.642E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.133E-04,  9.227E-05,  0.000E+00,  1.318E-05,  1.853E-03,  5.865E-04,  0.000E+00,  5.334E-03
  3.648E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.136E-04,  9.248E-05,  0.000E+00,  1.314E-05,  1.852E-03,  5.865E-04,  0.000E+00,  5.335E-03
  3.654E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.138E-04,  9.270E-05,  0.000E+00,  1.310E-05,  1.851E-03,  5.865E-04,  0.000E+00,  5.336E-03
  3.660E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.140E-04,  9.292E-05,  0.000E+00,  1.306E-05,  1.851E-03,  5.865E-04,  0.000E+00,  5.337E-03
  3.666E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.142E-04,  9.314E-05,  0.000E+00,  1.302E-05,  1.850E-03,  5.865E-04,  0.000E+00,  5.338E-03
  3.672E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.145E-04,  9.336E-05,  0.000E+00,  1.297E-05,  1.849E-03,  5.865E-04,  0.000E+00,  5.339E-03
  3.678E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.147E-04,  9.357E-05,  0.000E+00,  1.293E-05,  1.849E-03,  5.866E-04,  0.000E+00,  5.340E-03
  3.684E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.149E-04,  9.379E-05,  0.000E+00,  1.288E-05,  1.848E-03,  5.866E-04,  0.000E+00,  5.341E-03
  3.690E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.152E-04,  9.401E-05,  0.000E+00,  1.284E-05,  1.848E-03,  5.866E-04,  0.000E+00,  5.342E-03
  3.696E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.154E-04,  9.423E-05,  0.000E+00,  1.279E-05,  1.847E-03,  5.866E-04,  0.000E+00,  5.344E-03
  3.702E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.156E-04,  9.444E-05,  0.000E+00,  1.275E-05,  1.846E-03,  5.866E-04,  0.000E+00,  5.345E-03
  3.708E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.158E-04,  9.466E-05,  0.000E+00,  1.270E-05,  1.846E-03,  5.866E-04,  0.000E+00,  5.346E-03
  3.714E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.161E-04,  9.488E-05,  0.000E+00,  1.265E-05,  1.845E-03,  5.866E-04,  0.000E+00,  5.347E-03
  3.720E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.163E-04,  9.509E-05,  0.000E+00,  1.260E-05,  1.844E-03,  5.867E-04,  0.000E+00,  5.348E-03
  3.726E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.165E-04,  9.531E-05,  0.000E+00,  1.255E-05,  1.844E-03,  5.867E-04,  0.000E+00,  5.349E-03
  3.732E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.167E-04,  9.553E-05,  0.000E+00,  1.251E-05,  1.843E-03,  5.867E-04,  0.000E+00,  5.350E-03
  3.738E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.170E-04,  9.574E-05,  0.000E+00,  1.246E-05,  1.842E-03,  5.867E-04,  0.000E+00,  5.351E-03
  3.744E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.172E-04,  9.596E-05,  0.000E+00,  1.241E-05,  1.842E-03,  5.867E-04,  0.000E+00,  5.352E-03
  3.750E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.174E-04,  9.617E-05,  0.000E+00,  1.235E-05,  1.841E-03,  5.867E-04,  0.000E+00,  5.353E-03
  3.756E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.177E-04,  9.639E-05,  0.000E+00,  1.230E-05,  1.840E-03,  5.867E-04,  0.000E+00,  5.355E-03
  3.762E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.179E-04,  9.660E-05,  0.000E+00,  1.225E-05,  1.840E-03,  5.867E-04,  0.000E+00,  5.356E-03
  3.768E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.181E-04,  9.682E-05,  0.000E+00,  1.220E-05,  1.839E-03,  5.867E-04,  0.000E+00,  5.357E-03
  3.774E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.183E-04,  9.703E-05,  0.000E+00,  1.214E-05,  1.839E-03,  5.868E-04,  0.000E+00,  5.358E-03
  3.780E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.186E-04,  9.725E-05,  0.000E+00,  1.210E-05,  1.838E-03,  5.868E-04,  0.000E+00,  5.359E-03
  3.786E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.188E-04,  9.746E-05,  0.000E+00,  1.204E-05,  1.837E-03,  5.868E-04,  0.000E+00,  5.360E-03
  3.792E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.190E-04,  9.768E-05,  0.000E+00,  1.199E-05,  1.837E-03,  5.868E-04,  0.000E+00,  5.361E-03
  3.798E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.192E-04,  9.789E-05,  0.000E+00,  1.194E-05,  1.836E-03,  5.868E-04,  0.000E+00,  5.362E-03
  3.804E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.195E-04,  9.811E-05,  0.000E+00,  1.189E-05,  1.835E-03,  5.868E-04,  0.000E+00,  5.363E-03
  3.810E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.197E-04,  9.832E-05,  0.000E+00,  1.184E-05,  1.835E-03,  5.868E-04,  0.000E+00,  5.364E-03
  3.816E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.199E-04,  9.853E-05,  0.000E+00,  1.178E-05,  1.834E-03,  5.868E-04,  0.000E+00,  5.366E-03
  3.822E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.202E-04,  9.875E-05,  0.000E+00,  1.173E-05,  1.834E-03,  5.868E-04,  0.000E+00,  5.367E-03
  3.828E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.204E-04,  9.896E-05,  0.000E+00,  1.168E-05,  1.833E-03,  5.868E-04,  0.000E+00,  5.368E-03
  3.834E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.206E-04,  9.918E-05,  0.000E+00,  1.162E-05,  1.832E-03,  5.868E-04,  0.000E+00,  5.369E-03
  3.840E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.208E-04,  9.939E-05,  0.000E+00,  1.157E-05,  1.832E-03,  5.868E-04,  0.000E+00,  5.370E-03
  3.846E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.211E-04,  9.960E-05,  0.000E+00,  1.151E-05,  1.831E-03,  5.868E-04,  0.000E+00,  5.371E-03
  3.852E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.213E-04,  9.981E-05,  0.000E+00,  1.145E-05,  1.831E-03,  5.868E-04,  0.000E+00,  5.372E-03
  3.858E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.215E-04,  1.000E-04,  0.000E+00,  1.140E-05,  1.830E-03,  5.868E-04,  0.000E+00,  5.373E-03
  3.864E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.217E-04,  1.002E-04,  0.000E+00,  1.134E-05,  1.829E-03,  5.868E-04,  0.000E+00,  5.374E-03
  3.870E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.220E-04,  1.005E-04,  0.000E+00,  1.128E-05,  1.829E-03,  5.869E-04,  0.000E+00,  5.375E-03
  3.876E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.222E-04,  1.007E-04,  0.000E+00,  1.122E-05,  1.828E-03,  5.869E-04,  0.000E+00,  5.376E-03
  3.882E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.224E-04,  1.009E-04,  0.000E+00,  1.116E-05,  1.828E-03,  5.869E-04,  0.000E+00,  5.377E-03
  3.888E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.226E-04,  1.011E-04,  0.000E+00,  1.110E-05,  1.827E-03,  5.869E-04,  0.000E+00,  5.379E-03
  3.894E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.229E-04,  1.013E-04,  0.000E+00,  1.104E-05,  1.826E-03,  5.869E-04,  0.000E+00,  5.380E-03
  3.900E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.231E-04,  1.015E-04,  0.000E+00,  1.098E-05,  1.826E-03,  5.869E-04,  0.000E+00,  5.381E-03
  3.906E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.233E-04,  1.017E-04,  0.000E+00,  1.092E-05,  1.825E-03,  5.869E-04,  0.000E+00,  5.382E-03
  3.912E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.235E-04,  1.019E-04,  0.000E+00,  1.086E-05,  1.825E-03,  5.869E-04,  0.000E+00,  5.383E-03
  3.918E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.238E-04,  1.021E-04,  0.000E+00,  1.079E-05,  1.824E-03,  5.869E-04,  0.000E+00,  5.384E-03
  3.924E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.240E-04,  1.024E-04,  0.000E+00,  1.073E-05,  1.824E-03,  5.869E-04,  0.000E+00,  5.385E-03
  3.930E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.242E-04,  1.026E-04,  0.000E+00,  1.067E-05,  1.823E-03,  5.869E-04,  0.000E+00,  5.386E-03
  3.936E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.244E-04,  1.028E-04,  0.000E+00,  1.060E-05,  1.822E-03,  5.869E-04,  0.000E+00,  5.387E-03
  3.942E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.246E-04,  1.030E-04,  0.000E+00,  1.054E-05,  1.822E-03,  5.869E-04,  0.000E+00,  5.388E-03
  3.948E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.249E-04,  1.032E-04,  0.000E+00,  1.047E-05,  1.821E-03,  5.869E-04,  0.000E+00,  5.389E-03
  3.954E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.251E-04,  1.034E-04,  0.000E+00,  1.041E-05,  1.821E-03,  5.869E-04,  0.000E+00,  5.390E-03
  3.960E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.253E-04,  1.036E-04,  0.000E+00,  1.034E-05,  1.820E-03,  5.869E-04,  0.000E+00,  5.391E-03
  3.966E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.255E-04,  1.038E-04,  0.000E+00,  1.028E-05,  1.820E-03,  5.869E-04,  0.000E+00,  5.392E-03
  3.972E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.258E-04,  1.040E-04,  0.000E+00,  1.021E-05,  1.819E-03,  5.869E-04,  0.000E+00,  5.394E-03
  3.978E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.260E-04,  1.042E-04,  0.000E+00,  1.014E-05,  1.819E-03,  5.869E-04,  0.000E+00,  5.395E-03
  3.984E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.262E-04,  1.044E-04,  0.000E+00,  1.007E-05,  1.818E-03,  5.869E-04,  0.000E+00,  5.396E-03
  3.990E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.264E-04,  1.047E-04,  0.000E+00,  1.001E-05,  1.817E-03,  5.869E-04,  0.000E+00,  5.397E-03
  3.996E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.267E-04,  1.049E-04,  0.000E+00,  9.937E-06,  1.817E-03,  5.869E-04,  0.000E+00,  5.398E-03
  4.002E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.269E-04,  1.051E-04,  0.000E+00,  9.867E-06,  1.816E-03,  5.869E-04,  0.000E+00,  5.399E-03
  4.008E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.271E-04,  1.053E-04,  0.000E+00,  9.797E-06,  1.816E-03,  5.869E-04,  0.000E+00,  5.400E-03
  4.014E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.273E-04,  1.055E-04,  0.000E+00,  9.727E-06,  1.815E-03,  5.869E-04,  0.000E+00,  5.401E-03
  4.020E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.275E-04,  1.057E-04,  0.000E+00,  9.656E-06,  1.815E-03,  5.869E-04,  0.000E+00,  5.402E-03
  4.026E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.278E-04,  1.059E-04,  0.000E+00,  9.585E-06,  1.814E-03,  5.869E-04,  0.000E+00,  5.403E-03
  4.032E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.280E-04,  1.061E-04,  0.000E+00,  9.513E-06,  1.814E-03,  5.869E-04,  0.000E+00,  5.404E-03
  4.038E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.282E-04,  1.063E-04,  0.000E+00,  9.441E-06,  1.813E-03,  5.869E-04,  0.000E+00,  5.405E-03
  4.044E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.284E-04,  1.065E-04,  0.000E+00,  9.368E-06,  1.813E-03,  5.869E-04,  0.000E+00,  5.406E-03
  4.050E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.286E-04,  1.067E-04,  0.000E+00,  9.295E-06,  1.812E-03,  5.869E-04,  0.000E+00,  5.407E-03
  4.056E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.289E-04,  1.069E-04,  0.000E+00,  9.221E-06,  1.812E-03,  5.869E-04,  0.000E+00,  5.408E-03
  4.062E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.291E-04,  1.071E-04,  0.000E+00,  9.147E-06,  1.811E-03,  5.869E-04,  0.000E+00,  5.409E-03
  4.068E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.293E-04,  1.073E-04,  0.000E+00,  9.072E-06,  1.811E-03,  5.869E-04,  0.000E+00,  5.410E-03
  4.074E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.295E-04,  1.075E-04,  0.000E+00,  8.997E-06,  1.810E-03,  5.869E-04,  0.000E+00,  5.411E-03
  4.080E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.298E-04,  1.078E-04,  0.000E+00,  8.921E-06,  1.810E-03,  5.869E-04,  0.000E+00,  5.413E-03
  4.086E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  1.300E-04,  1.080E-04,  0.000E+00,  8.845E-06,  1.809E-03,  5.869E-04,  0.000E+00,  5.414E-03
